ResponseId,Q179,Q4_4,Q80_1,Q256,Q190,Q191,Q120,Q4_2,Q4_3,Q4_5,Q82_1,Q83_1,Q84,Q219_3,Q219_4,Q243_1,Q243_2,Q243_3,Q243_9,Q211,Q86,Q87
R_3eacEpmwuhJw1BW,21-30 Stunden,,21,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,46483,,,,156,115,7,,,,,,,Weniger gut,,501-1000€
R_1QzufABEFR7li5r,31-40 Stunden,1,30,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,15890,1,0,0,166,70,9,sich nicht verändert,sich nicht verändert,96,79,,74,Gut,2501-3000€,
R_3eskHgqglGBQ3ez,Mehr als 50 Stunden,0,33,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Promotion,91056,1,0,0,164,56,3,sich nicht verändert,sich nicht verändert,58,,,50,Zufriedenstellend,3001-3500€,
R_3EMC5nydVq4vwLC,1-10 Stunden,0,62,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,27432,0,0,0,181,90,1,sich nicht verändert,sich nicht verändert,,,,,Gut,3501-4000€,
R_1CjrABt9fdjxUM4,1-10 Stunden,1,32,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,47167,1,0,0,161,88,9,sich nicht verändert,stark zugenommen,27,46,52,5,Gut,2001-2500€,
R_ZIhszu407q989z3,11-20 Stunden,,59,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,82216,,,,170,75,"10=sehr bereit, Risiken einzugehen",,,,,,,Gut,,2001-2500€
R_UswOc3ghZm5pFGp,1-10 Stunden,1,31,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,45475,1,0,0,165,65,6,sich nicht verändert,leicht zugenommen,21,43,70,71,Gut,1501-2000€,
R_O6GzjEVv3g9qwwN,31-40 Stunden,1,42,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,41468,1,0,0,193,86,6,sich nicht verändert,sich nicht verändert,50,40,,20,Gut,3001-3500€,
R_1di9OEEAwHXmDtX,Nicht erwerbstätig,,46,Weiblich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Ohne beruflichen Bildungsabschluss,27283,,,,167,67,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Weniger gut,,501-1000€
R_3iVAjRG8jQRvJNG,31-40 Stunden,0,61,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,63110,1,0,0,163,63,8,leicht abgenommen,stark abgenommen,70,,,80,Zufriedenstellend,2001-2500€,
R_2qlRf1CGayjD7ym,0 Stunden,1,28,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,59423,1,0,0,175,126,7,leicht abgenommen,stark abgenommen,85,75,,90,Zufriedenstellend,2001-2500€,
R_Xzl1jloGyi3OrSh,31-40 Stunden,,25,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,08412,,,,154,55,6,,,,,,,Gut,,1001-1500€
R_1i9w4V8kn6L4TTA,Nicht erwerbstätig,0,59,Männlich,Abschluss der Polytechnischen Oberschule der DDR,Fachschulabschluss (DDR),99310,1,0,0,182,73,8,stark abgenommen,sich nicht verändert,90,,,34,Weniger gut,3501-4000€,
R_1gkB9yawP5hdzlA,0 Stunden,2,38,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,57258,1,0,0,172,79,5,stark abgenommen,leicht abgenommen,80,50,,80,Weniger gut,3001-3500€,
R_3oLaCJgHUgYB18m,31-40 Stunden,1,40,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,16515,1,0,0,189,126,7,sich nicht verändert,sich nicht verändert,39,54,73,50,Gut,3501-4000€,
R_3nk1TG0xUpLE3ol,41-50 Stunden,,36,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,35578,,,,187,89,7,,,,,,,Gut,,5501-6000€
R_sZR3kVpIzvzHtdv,41-50 Stunden,,60,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,21244,,,,182,79,4,,,,,,,Zufriedenstellend,,4001-4500€
R_2QSyTArNdndduMd,Nicht erwerbstätig,0,69,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,45665,1,0,0,172,89,2,sich nicht verändert,sich nicht verändert,65,0,0,50,Gut,2001-2500€,
R_1ClJhSlozVlQMXr,21-30 Stunden,0,57,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,80639,1,0,0,158,65,1,leicht abgenommen,sich nicht verändert,90,,,70,Gut,2001-2500€,
R_2TZfGYPI9rxNAuE,31-40 Stunden,,52,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss (DDR),81245,,,,170,69,7,,,,,,,Gut,,5001-5500€
R_1ghEto08MlOqc4F,31-40 Stunden,0,30,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,32120,1,0,0,167,61,4,sich nicht verändert,leicht zugenommen,96,,,50,Gut,4001-4500€,
R_wKJLxMTv9JBqkal,31-40 Stunden,0,45,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,49716,1,0,0,158,79,3,sich nicht verändert,sich nicht verändert,,,,44,Zufriedenstellend,2501-3000€,
R_1F2rcxd6zoNb2vw,11-20 Stunden,1,27,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,75239,1,0,0,173,54,2,leicht zugenommen,leicht zugenommen,67,82,,71,Gut,3001-3500€,
R_1E5u8kzUsJpH0x0,41-50 Stunden,,52,Männlich,Abschluss der Polytechnischen Oberschule der DDR,Lehre/ Berufsausbildung im dualen System,13086,,,,173,79,5,,,,,,,Gut,,1501-2000€
R_3LjalfchVrVp38M,Nicht erwerbstätig,3,32,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,24114,3,3,3,163,56,1,,,,,,,Weniger gut,0-500€,
R_3MF333u4e1vOzEC,11-20 Stunden,,57,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,94136,,,,172,85,3,,,,,,,Gut,,501-1000€
R_DOfBx3zoI9hrs7T,21-30 Stunden,2,48,Weiblich,Abschluss der Polytechnischen Oberschule der DDR,Fachschulabschluss (DDR),15711,1,0,0,169,105,7,sich nicht verändert,sich nicht verändert,70,,,70,Gut,2001-2500€,
R_3q6LjW1ppxIELiV,Mehr als 50 Stunden,1,46,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,60385,1,0,0,179,82,"10=sehr bereit, Risiken einzugehen",sich nicht verändert,sich nicht verändert,50,,,50,Sehr gut,7501-8000€,
R_W665JjUteaAAmC5,Nicht erwerbstätig,1,27,Weiblich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,74177,0,0,0,161,65,8,,,,,,,Gut,,501-1000€
R_AF3zdBSfEZsjyIV,Nicht erwerbstätig,,68,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,47506,,,,160,68,3,,,,,,,Gut,,2501-3000€
R_1F584bPenu8w0CZ,Nicht erwerbstätig,0,66,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,16775,1,0,0,178,84,2,sich nicht verändert,sich nicht verändert,100,,,100,Gut,2501-3000€,
R_1joYUtwAueyJo5R,Nicht erwerbstätig,,55,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",51515,,,,180,78,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Zufriedenstellend,,1501-2000€
R_SUisyAXi1MGWSiJ,31-40 Stunden,4,34,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,30926,1,0,0,176,82,8,sich nicht verändert,sich nicht verändert,49,,100,25,Gut,2001-2500€,
R_1N8rE4Po6dQ35Lo,Nicht erwerbstätig,0,69,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",35428,2,0,0,189,146,3,sich nicht verändert,sich nicht verändert,47,19,,50,Zufriedenstellend,1501-2000€,
R_1Kgcmp7krkiRpgT,Nicht erwerbstätig,,27,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,04600,,,,177,85,6,,,,,,,Schlecht,,0-500€
R_0UHYvbGJ88kG7AJ,Nicht erwerbstätig,,66,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Fachschulabschluss (DDR),Fachschulabschluss,Diplom",06347,,,,165,82,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Zufriedenstellend,,501-1000€
R_32Wu8uqIwyru3Tj,Nicht erwerbstätig,,69,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,67227,,,,180,115,6,,,,,,,Gut,,2001-2500€
R_1JLA4TG2nx3hdyE,0 Stunden,,65,Divers,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,50733,,,,186,83,5,,,,,,,Gut,,501-1000€
R_3ltdkL0ElcDmNaV,Nicht erwerbstätig,,65,Männlich,Abschluss der Polytechnischen Oberschule der DDR,Lehre/ Berufsausbildung im dualen System,15295,,,,179,111,6,,,,,,,Zufriedenstellend,,1001-1500€
R_DxjHcz7TqugAnRv,0 Stunden,2,31,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,76149,1,0,0,163,62,3,sich nicht verändert,leicht abgenommen,87,98,,95,Weniger gut,1501-2000€,
R_2zYKPwAKmHk9JGG,Nicht erwerbstätig,,42,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,34123,,,,190,130,5,,,,,,,Zufriedenstellend,,501-1000€
R_DOCuwsmS39Sau1b,Nicht erwerbstätig,,43,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",22143,,,,175,90,7,,,,,,,Zufriedenstellend,,0-500€
R_2zUOo4hHvGUTYO4,Nicht erwerbstätig,,62,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,66885,,,,172,93,3,,,,,,,Zufriedenstellend,,501-1000€
R_3xjmFIH6WGELQGJ,31-40 Stunden,,26,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,22111,,,,170,58,4,,,,,,,Gut,,2001-2500€
R_r2LYbnciGqBLLaN,41-50 Stunden,0,74,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,63768,0,2,0,161,55,8,,,,,,,Gut,1501-2000€,
R_2c6n8HRoSrmdnUD,31-40 Stunden,,49,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,57614,,,,162,53,6,,,,,,,Gut,,1001-1500€
R_3IcxPaGXknVrCbK,21-30 Stunden,1,48,Weiblich,Abschluss der Polytechnischen Oberschule der DDR,Lehre/ Berufsausbildung im dualen System,94353,1,0,0,172,81,8,sich nicht verändert,leicht zugenommen,86,,,95,Gut,3001-3500€,
R_3ik76opGLlKPW1N,Nicht erwerbstätig,0,69,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Fachschulabschluss,Diplom",99610,1,0,0,184,120,3,sich nicht verändert,sich nicht verändert,100,,,32,Gut,3001-3500€,
R_2xzoYZhf8uVwVSc,Nicht erwerbstätig,1,20,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,86850,0,2,1,175,93,2,,,,,,,Sehr gut,1501-2000€,
R_242DiijmliKpc1F,Nicht erwerbstätig,0,66,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,48477,1,0,0,172,78,3,sich nicht verändert,sich nicht verändert,20,,,75,Gut,2501-3000€,
R_1QKGioKtov7DCCQ,0 Stunden,0,44,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,45133,1,0,0,164,58,5,leicht abgenommen,leicht zugenommen,58,61,40,50,Zufriedenstellend,3001-3500€,
R_eypVr2Y61F2hvWN,Nicht erwerbstätig,,63,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,67271,,,,169,80,6,,,,,,,Zufriedenstellend,,1001-1500€
R_3Rau4LMHgAMQVgM,41-50 Stunden,0,36,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",04318,1,0,0,174,87,7,sich nicht verändert,sich nicht verändert,31,,,47,Gut,3001-3500€,
R_zY9k3rpOA8NIvSN,21-30 Stunden,0,52,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,83646,1,0,0,167,59,8,sich nicht verändert,sich nicht verändert,10,0,,10,Gut,8501-9000€,
R_3HhPeFRYIwMBRaH,31-40 Stunden,0,26,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,15831,1,0,0,162,87,5,leicht zugenommen,leicht zugenommen,50,,,50,Zufriedenstellend,4001-4500€,
R_2z7V2fMqGKr7kCs,41-50 Stunden,1,56,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,45886,1,0,0,189,100,7,sich nicht verändert,sich nicht verändert,57,54,51,50,Zufriedenstellend,3501-4000€,
R_2beNDYxcJsUksyB,11-20 Stunden,1,43,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,29699,1,0,0,173,88,5,stark abgenommen,leicht zugenommen,40,90,,80,Gut,4501-5000€,
R_3MgtZnMfNwuS3Nv,Nicht erwerbstätig,,58,Weiblich,Abschluss der Polytechnischen Oberschule der DDR,"Fachschulabschluss (DDR),Fachschulabschluss",91207,,,,162,87,"10=sehr bereit, Risiken einzugehen",,,,,,,Weniger gut,,1001-1500€
R_1PZcLBacxS1Yl9O,31-40 Stunden,0,30,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,03130,1,0,0,178,73,6,sich nicht verändert,leicht abgenommen,,,,,Zufriedenstellend,4001-4500€,
R_z2vrD8YFDVMF7ah,31-40 Stunden,,57,Männlich,Abschluss der Polytechnischen Oberschule der DDR,Fachschulabschluss (DDR),17109,,,,171,71,4,,,,,,,Gut,,1001-1500€
R_86bdsIxv2vLp2Sd,21-30 Stunden,0,67,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,53359,1,0,0,181,60,7,sich nicht verändert,sich nicht verändert,85,,,50,Gut,3501-4000€,
R_25T8x8oRzSW5lPO,Nicht erwerbstätig,0,61,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,59192,1,0,0,184,106,2,sich nicht verändert,sich nicht verändert,50,,,50,Weniger gut,1001-1500€,
R_1N4jpU1dKnF08qM,21-30 Stunden,,55,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,37671,,,,180,120,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Weniger gut,,501-1000€
R_2CHdUdnv9acar80,31-40 Stunden,0,54,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,34414,1,0,0,170,68,5,sich nicht verändert,sich nicht verändert,96,,,84,Zufriedenstellend,4001-4500€,
R_1OVUVL0Dd3N5Ad3,41-50 Stunden,0,54,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Diplom,Promotion",88451,1,0,0,169,81,5,leicht abgenommen,sich nicht verändert,100,,,70,Zufriedenstellend,3501-4000€,
R_3qgpf7OdLJ4fC7u,11-20 Stunden,2,43,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,75387,1,0,0,167,59,5,sich nicht verändert,sich nicht verändert,76,84,100,84,Gut,4501-5000€,
R_svy9Tpts6Ir8B1L,Nicht erwerbstätig,,61,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Ohne beruflichen Bildungsabschluss,21398,,,,168,134,3,,,,,,,Weniger gut,,3001-3500€
R_z712attUYVy7BS1,21-30 Stunden,,52,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,53347,,,,184,78,3,,,,,,,Zufriedenstellend,,1501-2000€
R_1Pc1CZg5LqcL8Cr,Nicht erwerbstätig,,51,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,70329,,,,176,53,7,,,,,,,Weniger gut,,501-1000€
R_2RV9BAL0OkufJsS,1-10 Stunden,,66,Weiblich,Abschluss der Polytechnischen Oberschule der DDR,Fachschulabschluss (DDR),68723,,,,164,62,2,,,,,,,Zufriedenstellend,,2001-2500€
R_3ilN8Kn6twaTTst,41-50 Stunden,,54,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,67433,,,,182,120,6,,,,,,,Zufriedenstellend,,501-1000€
R_QiYyRJ2ajAPV5fj,Nicht erwerbstätig,1,58,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,60316,1,0,0,183,82,3,sich nicht verändert,sich nicht verändert,50,50,,50,Zufriedenstellend,4001-4500€,
R_3fPFSIGPpIIT5Yd,31-40 Stunden,0,29,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Ohne beruflichen Bildungsabschluss,23858,1,0,0,180,82,8,leicht zugenommen,sich nicht verändert,100,,,31,Sehr gut,2501-3000€,
R_2qeYKgXLUIxJRwE,31-40 Stunden,0,24,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,10629,1,0,0,156,56,8,sich nicht verändert,sich nicht verändert,70,,,50,Gut,1501-2000€,
R_30dHvDRZYuGEYnC,41-50 Stunden,,28,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,06406,,,,160,50,6,,,,,,,Gut,,501-1000€
R_24NVoR3ghdwntVW,31-40 Stunden,0,67,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",74226,0,0,0,173,76,8,sich nicht verändert,sich nicht verändert,53,,,,Sehr gut,4001-4500€,
R_3J2k2gCdIJXvlyA,1-10 Stunden,1,59,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,65527,1,0,0,168,70,5,leicht zugenommen,sich nicht verändert,40,,,50,Gut,5001-5500€,
R_1Oq4IXajuyJAU7o,Nicht erwerbstätig,,51,Weiblich,Abschluss der Polytechnischen Oberschule der DDR,Fachschulabschluss,52351,,,,172,64,3,,,,,,,Zufriedenstellend,,3501-4000€
R_240NBivRaNwKpEH,31-40 Stunden,2,52,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,36100,0,0,0,176,66,6,,,,,,,Sehr gut,2001-2500€,
R_2eUmVJXT66v8vLz,11-20 Stunden,0,57,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,44229,1,0,0,175,83,6,sich nicht verändert,sich nicht verändert,50,,,50,Gut,2501-3000€,
R_3e9KxPW5HZjCKOy,41-50 Stunden,,57,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,48531,,,,186,94,8,,,,,,,Gut,,3501-4000€
R_1isQJAmvffm4Tdt,Nicht erwerbstätig,2,43,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,48268,1,0,0,175,70,7,sich nicht verändert,leicht zugenommen,40,80,100,80,Gut,2001-2500€,
R_3MM80o3Fy6de8vH,Nicht erwerbstätig,1,29,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Promotion,24105,1,0,0,171,73,3,sich nicht verändert,leicht abgenommen,98,99,,96,Sehr gut,5501-6000€,
R_3NO4AYlRf3AQJM4,21-30 Stunden,,66,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,15848,,,,178,85,9,,,,,,,Zufriedenstellend,,2001-2500€
R_31pgVkwxS9xVD8b,31-40 Stunden,2,37,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss,Master",01127,0,0,0,170,67,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Zufriedenstellend,2501-3000€,
R_2f8x1DAXQxV3OxO,31-40 Stunden,,35,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,42105,,,,177,97,4,,,,,,,Zufriedenstellend,,2001-2500€
R_2Pd4llFGiZiC3tM,31-40 Stunden,,27,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,71069,,,,169,66,2,,,,,,,Gut,,2001-2500€
R_3NP1XE5MnmhvyFF,11-20 Stunden,,29,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,56112,,,,174,68,5,,,,,,,Gut,,1001-1500€
R_1rHwBHOtqRvhguF,41-50 Stunden,0,35,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Bachelor,Master",78462,1,0,0,155,60,5,stark zugenommen,leicht zugenommen,25,70,,35,Gut,5001-5500€,
R_3FR089J8BJsMn3Z,,,,,,,,,,,,,,,,,,,,,,
R_2dFT35jHyS6oNCx,,,,,,,,,,,,,,,,,,,,,,
R_OP5Lgg0fnbgS2Gd,,,,,,,,,,,,,,,,,,,,,,
R_2dmPLvZveguuBqF,,,,,,,,,,,,,,,,,,,,,,
R_2QX0asIlxDaXmkh,,0,65,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,,1,0,0,,,,,,,,,,,,
R_2tmUjNzmgmgFlLy,,,,,,,,,,,,,,,,,,,,,,
R_2D5NsgoqPQBEwT9,,,70,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,,,,,,,,,,,,,,,,
R_3NOkj2juwkhgr1L,,1,51,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,,1,0,0,,,,,,,,,,,,
R_3nwsGOWJA1h2loa,,,,,,,,,,,,,,,,,,,,,,
R_s5TbDmBpjfkXkXf,,,54,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,,,,,,,,,,,,,,,,
R_1Fh75tF8EQVGwJS,,,,,,,,,,,,,,,,,,,,,,
R_8vuLtje1GVqquWZ,,1,58,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,,1,0,0,,,,,,,,,,,,
R_3fIYruoiY9J6Wqb,,,,,,,,,,,,,,,,,,,,,,
R_1IcwQdYTz2zoAjt,,,,,,,,,,,,,,,,,,,,,,
R_2AShpAbyQHE5jRW,,,,,,,,,,,,,,,,,,,,,,
R_2vlhGneObu5Lwo3,,,39,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,,,,,,,,,,,,,,,,
R_2wmhn1jID10ToxD,41-50 Stunden,,43,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,,,,,170,70,,,,,,,,Zufriedenstellend,,
R_AiccCZMVM0xbBrr,,,,,,,,,,,,,,,,,,,,,,
R_1DtJD7phOQUjLY3,,0,58,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Fachschulabschluss,,1,0,0,,,,,,,,,,,,
R_2fpIOQTxU5PuGfQ,,,0,Divers,Ohne allgemeinen Schulabschluss,Ohne beruflichen Bildungsabschluss,,,,,,,,,,,,,,,,
R_3iKoEZjcaUGWUQV,,1,33,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Promotion,,1,0,0,,,,,,,,,,,,
R_2rJFY6MBP7KaydG,31-40 Stunden,2,52,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,,1,0,0,,,,,,,,,,,,
R_1PaZjgp4HKNXgOa,,0,66,Weiblich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Ohne beruflichen Bildungsabschluss,,0,0,0,,,,,,,,,,,,
R_33BSHyIQXlzDXwk,,,,,,,,,,,,,,,,,,,,,,
R_z8dcDYpVg4zgR3P,,,43,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",,,,,,,,,,,,,,,,
R_eznYB0R0A6VFC5r,,,60,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,,,,,,,,,,,,,,,,
R_1fZxOpTlmvhwdOC,,,68,Männlich,Abschluss der Polytechnischen Oberschule der DDR,,,,,,,,,,,,,,,,,
R_sFgSGZpwqq1ZC1P,,,,,,,,,,,,,,,,,,,,,,
R_T5kAbeHVVJXx06R,,0,68,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,,1,0,0,,,,,,,,,,,,
R_3memLOfJct9gBhC,,,,,,,,,,,,,,,,,,,,,,
R_2uvnygajMqaeUrD,Nicht erwerbstätig,0,19,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,47799,0,2,0,199,78,7,,,,,,,Gut,9501-10.000€,
